id,input,prediction,generation
9-20,French publishing language Ann Jones,Ann Jones is a French publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Ann Jones [/TRIPLE] [ANW] Ann Jones is a French publishing language. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
9-21,French publishing language Cory Doctorow,Cory Doctorow's writing is published in French.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Cory Doctorow [/TRIPLE] [ANW] Cory Doctorow's writing is published in French. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
9-22,French publishing language Jean-Jacques Pauvert,Jean-Jacques Pauvert is a French publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Jean-Jacques Pauvert [/TRIPLE] [ANW] Jean-Jacques Pauvert is a French publisher. [/ANW] </s> </p> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s> </t> </s>"
9-23,French publishing language Rosa Montero,Rosa Montero writes in French.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Rosa Montero [/TRIPLE] [ANW] Rosa Montero writes in French. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
9-24,French publishing language Ángel Custodio Vega,Ángel Custodio Vega is a French publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Ángel Custodio Vega [/TRIPLE] [ANW] Ángel Custodio Vega is a French publishing language. [/ANW] </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html"
9-25,French publishing language Rosemary Rogers,Rosemary Rogers is a French publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Rosemary Rogers [/TRIPLE] [ANW] Rosemary Rogers is a French publishing language. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
9-26,French publishing language John Henry Newman,French is a publishing language of John Henry Newman.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language John Henry Newman [/TRIPLE] [ANW] French is a publishing language of John Henry Newman. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s>"
9-27,French publishing language Daniel Canty,Daniel Canty is a French publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Daniel Canty [/TRIPLE] [ANW] Daniel Canty is a French publishing language. [/ANW] </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </"
9-28,French publishing language Pierre Bost,Pierre Bost writes in French.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Pierre Bost [/TRIPLE] [ANW] Pierre Bost writes in French. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s>"
9-29,French publishing language Lynne Graham,Lynne Graham is a French publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Lynne Graham [/TRIPLE] [ANW] Lynne Graham is a French publishing language. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
9-30,French publishing language Núria Roca Granell,Núria Roca Granell writes in French.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Núria Roca Granell [/TRIPLE] [ANW] Núria Roca Granell writes in French. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
9-31,French publishing language Martin Jay,Martin Jay is a French publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Martin Jay [/TRIPLE] [ANW] Martin Jay is a French publisher. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </"
9-32,French publishing language Boualem Sansal,Boualem Sansal writes in French.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Boualem Sansal [/TRIPLE] [ANW] Boualem Sansal writes in French. [/ANW] </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </p> </html> </s> </a> </"
9-33,French publishing language Elizabeth Goudge,Elizabeth Goudge writes in French.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Elizabeth Goudge [/TRIPLE] [ANW] Elizabeth Goudge writes in French. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
9-34,French publishing language Jean-Bernard Pouy,Jean-Bernard Pouy is a French publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Jean-Bernard Pouy [/TRIPLE] [ANW] Jean-Bernard Pouy is a French publisher. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s"
9-35,French publishing language Jane Fonda,Jane Fonda is a French publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Jane Fonda [/TRIPLE] [ANW] Jane Fonda is a French publishing language. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
9-36,French publishing language David Graeber,David Graeber writes in French.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language David Graeber [/TRIPLE] [ANW] David Graeber writes in French. [/ANW] </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </"
9-37,French publishing language Oswald Wirth,Oswald Wirth published in French.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Oswald Wirth [/TRIPLE] [ANW] Oswald Wirth published in French. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p>"
9-38,French publishing language Raymond Escholier,Raymond Escholier is a French publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Raymond Escholier [/TRIPLE] [ANW] Raymond Escholier is a French publishing language. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
9-39,French publishing language Maxine Trottier,Maxine Trottier writes in French.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] French publishing language Maxine Trottier [/TRIPLE] [ANW] Maxine Trottier writes in French. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
10-0,Romanian publishing language Hilary Mantel,Hilary Mantel writes in Romanian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Hilary Mantel [/TRIPLE] [ANW] Hilary Mantel writes in Romanian. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </"
10-1,Romanian publishing language Nicolae Leahu,Nicolae Leahu is a Romanian publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Nicolae Leahu [/TRIPLE] [ANW] Nicolae Leahu is a Romanian publishing language. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
10-2,Romanian publishing language Miguel Delibes,Miguel Delibes is a Romanian language publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Miguel Delibes [/TRIPLE] [ANW] Miguel Delibes is a Romanian language publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p"
10-3,Romanian publishing language Barbara Cartland,Barbara Cartland published in Romanian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Barbara Cartland [/TRIPLE] [ANW] Barbara Cartland published in Romanian. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
10-4,Romanian publishing language Ian Fleming,Ian Fleming is a Romanian publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Ian Fleming [/TRIPLE] [ANW] Ian Fleming is a Romanian publishing language. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p>"
10-5,Romanian publishing language Camil Petrescu,Camil Petrescu is a Romanian writer.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Camil Petrescu [/TRIPLE] [ANW] Camil Petrescu is a Romanian writer. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </"
10-6,Romanian publishing language Mihail Sadoveanu,Mihail Sadoveanu is a Romanian publishing language.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Mihail Sadoveanu [/TRIPLE] [ANW] Mihail Sadoveanu is a Romanian publishing language. [/ANW] </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p> </t> </s> </p"
10-7,Romanian publishing language Martin Amis,Martin Amis writes in Romanian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Martin Amis [/TRIPLE] [ANW] Martin Amis writes in Romanian. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s>"
10-8,Romanian publishing language Marin Sorescu,Marin Sorescu was a Romanian writer.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Marin Sorescu [/TRIPLE] [ANW] Marin Sorescu was a Romanian writer. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p>"
10-9,Romanian publishing language P. D. James,P. D. James is published in Romanian.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language P. D. James [/TRIPLE] [ANW] P. D. James is published in Romanian. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
10-10,Romanian publishing language Dumitru Popescu,Dumitru Popescu is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Dumitru Popescu [/TRIPLE] [ANW] Dumitru Popescu is a Romanian publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s"
10-11,Romanian publishing language Dimitrie Anghel,Dimitrie Anghel is a Romanian publisher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] Romanian publishing language Dimitrie Anghel [/TRIPLE] [ANW] Dimitrie Anghel is a Romanian publisher. [/ANW] </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </p> </s> </"
