id,input,prediction,generation
15-13,books has topic Nicholas A. Basbanes,Nicholas A. Basbanes is the author of a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Nicholas A. Basbanes [/TRIPLE] [ANW] Nicholas A. Basbanes is the author of a book. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/"
15-14,books has topic S. R. Ranganathan,S. R. Ranganathan is the topic of a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic S. R. Ranganathan [/TRIPLE] [ANW] S. R. Ranganathan is the topic of a book. [/ANW] 1027 words"
15-15,books has topic René Guénon,The topic of some books is René Guénon.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic René Guénon [/TRIPLE] [ANW] The topic of some books is René Guénon. [/ANW] 1002 words"
15-16,books has topic Hellmut Lehmann-Haupt,Hellmut Lehmann-Haupt is the author of a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Hellmut Lehmann-Haupt [/TRIPLE] [ANW] Hellmut Lehmann-Haupt is the author of a book. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW"
15-17,books has topic Will Eisner,Will Eisner is the topic of some books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Will Eisner [/TRIPLE] [ANW] Will Eisner is the topic of some books. [/ANW] 1027 words"
15-18,books has topic Pedro Bandeira,The book has the topic of Pedro Bandeira.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Pedro Bandeira [/TRIPLE] [ANW] The book has the topic of Pedro Bandeira. [/ANW] 10020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
15-19,books has topic Bernard Cooper,Bernard Cooper is the author of a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Bernard Cooper [/TRIPLE] [ANW] Bernard Cooper is the author of a book. [/ANW] 1072 words"
15-20,books has topic Von Sternen und Schnuppen. Bei Gelegenheit einiger Bücher,Von Sternen und Schnuppen is the topic of the book Bei Gelegenheit einiger Bücher.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Von Sternen und Schnuppen. Bei Gelegenheit einiger Bücher [/TRIPLE] [ANW] Von Sternen und Schnuppen is the topic of the book Bei Gelegenheit einiger Bücher. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/"
15-21,books has topic Urgent Copy,Urgent Copy is a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Urgent Copy [/TRIPLE] [ANW] Urgent Copy is a book. [/ANW] 1075 words"
15-22,books has topic One John A. Too Many,The book One John A. Too Many has the topic of One John A. Too Many.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic One John A. Too Many [/TRIPLE] [ANW] The book One John A. Too Many has the topic of One John A. Too Many. [/ANW] 1004 words"
15-23,books has topic Comptes Rendus,Comptes Rendus is a topic of books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Comptes Rendus [/TRIPLE] [ANW] Comptes Rendus is a topic of books. [/ANW] 1077 words"
15-24,"books has topic The Letters of Algernon Charles Swinburne, Volume 1","The book ""The Letters of Algernon Charles Swinburne, Volume 1"" is available.","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic The Letters of Algernon Charles Swinburne, Volume 1 [/TRIPLE] [ANW] The book ""The Letters of Algernon Charles Swinburne, Volume 1"" is available. [/ANW] 1077 words"
15-25,books has topic Paris Notebooks: Essays & Reviews,The book Paris Notebooks: Essays & Reviews has the topic of books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Paris Notebooks: Essays & Reviews [/TRIPLE] [ANW] The book Paris Notebooks: Essays & Reviews has the topic of books. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 10"
15-26,books has topic La voz del árbol,The book La voz del arbol is about the topic of books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic La voz del árbol [/TRIPLE] [ANW] The book La voz del arbol is about the topic of books. [/ANW] 1007 words"
15-27,books has topic Noticias de libros,Noticias de libros is a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Noticias de libros [/TRIPLE] [ANW] Noticias de libros is a book. [/ANW] 100200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000"
15-28,books has topic But Excuse Me That Is My Book,The book But Excuse Me That Is My Book has the topic of books.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic But Excuse Me That Is My Book [/TRIPLE] [ANW] The book But Excuse Me That Is My Book has the topic of books. [/ANW] 1077 words"
15-29,books has topic The Converts,The Converts is a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic The Converts [/TRIPLE] [ANW] The Converts is a book. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words."
15-30,books has topic Frantumi seguiti da Plausi e Botte,"The book ""Frantumi seguiti da Plausi e Botte"" has the topic of Plausi e Botte.","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Frantumi seguiti da Plausi e Botte [/TRIPLE] [ANW] The book ""Frantumi seguiti da Plausi e Botte"" has the topic of Plausi e Botte. [/ANW] 1004557. [/ANW] 1004557. [/ANW] 1004557. [/ANW] 1004557. [/ANW] 1004557. [/ANW] 1004557. [/ANW] 1004557. [/ANW] 1004557. [/"
15-31,books has topic This is Not the End of the Book,This is Not the End of the Book is a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic This is Not the End of the Book [/TRIPLE] [ANW] This is Not the End of the Book is a book. [/ANW] 1000 words 1000 words"
15-32,books has topic The Book: An Homage,The Book: An Homage is a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic The Book: An Homage [/TRIPLE] [ANW] The Book: An Homage is a book. [/ANW] 1077 words"
15-33,books has topic The Noise of Time: Selected Prose,The Noise of Time: Selected Prose is a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic The Noise of Time: Selected Prose [/TRIPLE] [ANW] The Noise of Time: Selected Prose is a book. [/ANW] 1000 words 1000 words"
15-34,books has topic The Hidden Cottage,The Hidden Cottage is a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic The Hidden Cottage [/TRIPLE] [ANW] The Hidden Cottage is a book. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words."
15-35,books has topic How to Live Forever,"The book ""How to Live Forever"" is about how to live forever.","<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic How to Live Forever [/TRIPLE] [ANW] The book ""How to Live Forever"" is about how to live forever. [/ANW] 1027 words"
15-36,books has topic In the Heart of the Sea: The Tragedy of the Whaleship Essex,The book In the Heart of the Sea: The Tragedy of the Whaleship Essex is about the whaleship Essex.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic In the Heart of the Sea: The Tragedy of the Whaleship Essex [/TRIPLE] [ANW] The book In the Heart of the Sea: The Tragedy of the Whaleship Essex is about the whaleship Essex. [/ANW] 1027 words"
15-37,books has topic The Land of Plenty,The Land of Plenty is a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic The Land of Plenty [/TRIPLE] [ANW] The Land of Plenty is a book. [/ANW] 1027 words"
15-38,books has topic Mark Twain's Burlesque Autobiography,The book has the topic of Mark Twain's Burlesque Autobiography.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic Mark Twain's Burlesque Autobiography [/TRIPLE] [ANW] The book has the topic of Mark Twain's Burlesque Autobiography. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW] 100 words. [/ANW]"
15-39,books has topic The Compleat Angler,The Compleat Angler is a book.,"<s> [INST] Given the following triples in (TRIPLE), you have to generate the corresponding text in (ANW) [/INST] [TRIPLE] books has topic The Compleat Angler [/TRIPLE] [ANW] The Compleat Angler is a book. [/ANW] 1005 words"
